company_name,symbol,scripcode
Adcon Capital Services Ltd.,,539506.0
Containerway International Ltd.,,540597.0
Dhanashree Electronics Ltd.,,542679.0
20 Microns Ltd.,20MICRONS,533022.0
Kanoria Energy & Infrastructure Ltd.,,539620.0
AV Thomas & Company Ltd.,,
A2Z Infra Engineering Ltd.,A2ZINFRA,533292.0
Aar Kay Steel Products Ltd.,,
Aarvi Encon Ltd.,AARVI,
Adani Wilmar Ltd.,AWL,543458.0
Advanced Enzyme Technologies Ltd.,ADVENZYMES,540025.0
Ajanta Offset & Packagings Ltd.,,
Allied Photographics India Ltd.,,
Anupama Steel Ltd.,,
Ashoka Buildcon Ltd.,ASHOKA,533271.0
Bedmutha Industries Ltd.,BEDMUTHA,533270.0
Bhagat Industrial Corporation Ltd.,,
Bharti Hexacom Ltd.,BHARTIHEXA,544162.0
Dollar Industries Ltd.,DOLLAR,541403.0
BSE Ltd.,BSE,
Capital Small Finance Bank Ltd.,CAPITALSFB,544120.0
CL Educate Ltd.,CLEDUCATE,540403.0
Star Cement Ltd.,STARCEMENT,540575.0
Central Depository Services (India) Ltd.,CDSL,
Chalet Hotels Ltd.,CHALET,542399.0
Devyani International Ltd.,DEVYANI,543330.0
Diligent Media Corporation Ltd.,DNAMEDIA,540789.0
Nuvama Wealth Management Ltd.,NUVAMA,543988.0
Flexituff Ventures International Ltd.,FLEXITUFF,533638.0
Galaxy Surfactants Ltd.,GALAXYSURF,540935.0
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,542011.0
Garg Acrylics Ltd.,,
Godrej Properties Ltd.,GODREJPROP,533150.0
Gujarat Pipavav Port Ltd.,GPPL,533248.0
HDFC Asset Management Company Ltd.,HDFCAMC,541729.0
Hindusthan Urban Infrastructure Ltd.,,539984.0
Hitachi Metglas (India) Pvt. Ltd.,,
Hi-Tech Pipes Ltd.,HITECH,543411.0
ICICI Securities Ltd.,ISEC,541179.0
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,542830.0
Indian Renewable Energy Development Agency Ltd.,IREDA,544026.0
Innovassynth Investments Ltd.,,533315.0
Inox India Ltd.,INOXINDIA,544046.0
JSW Energy Ltd.,JSWENERGY,533148.0
John Oakey & Mohan Ltd.,,
Jullundur Motor Agency (Delhi) Ltd.,JMA,
Karma Energy Ltd.,KARMAENG,533451.0
Kumar Food Industries Ltd.,,
Laxmi Organic Industries Ltd.,LXCHEM,543277.0
MD Overseas Ltd.,,
MSTC Ltd.,MSTCLTD,542597.0
Mahanagar Gas Ltd.,MGL,539957.0
MMP Industries Ltd.,MMP,
MOIL Ltd.,MOIL,533286.0
Metro Brands Ltd.,METROBRAND,543426.0
Sastasundar Ventures Ltd.,SASTASUNDR,533259.0
Mishra Dhatu Nigam Ltd.,MIDHANI,541195.0
Modi Spinning & Wvg. Mills Co. Ltd.,,
MTAR Technologies Ltd.,MTARTECH,543270.0
Multi Commodity Exchange Of India Ltd.,MCX,534091.0
NBCC (India) Ltd.,NBCC,534309.0
Protean e-Gov Technologies Ltd.,,544021.0
North Eastern Carrying Corporation Ltd.,NECCLTD,534615.0
One97 Communications Ltd.,PAYTM,543396.0
Palco Metals Ltd.,,539121.0
Paramount Finco & Traders Ltd.,,
Progressive Finlease Ltd.,,
Progressive Services Ltd.,,
RR Kabel Ltd.,RRKABEL,543981.0
Rail Vikas Nigam Ltd.,RVNL,542649.0
Railtel Corporation Of India Ltd.,RAILTEL,543265.0
Raj Oil Mills Ltd.,ROML,533093.0
Rama Steel Tubes Ltd.,RAMASTEEL,539309.0
Ramky Infrastructure Ltd.,RAMKY,533262.0
Cyient DLM Ltd.,CYIENTDLM,543933.0
RBL Bank Ltd.,RBLBANK,540065.0
Raunaq lnternational Ltd.,,537840.0
Ravi Kumar Distilleries Ltd.,RKDL,533294.0
Nippon Life India Asset Management Ltd.,NAM-INDIA,540767.0
Repco Home Finance Ltd.,REPCOHOME,535322.0
Rites Ltd.,RITES,541556.0
Rolex Rings Ltd,ROLEXRINGS,543325.0
SAB Industries Ltd.,,539112.0
S.P. Apparels Ltd.,SPAL,540048.0
Sai Info,,
Samrat Forgings Ltd.,,543229.0
Sandhar Technologies Ltd.,SANDHAR,541163.0
Satia Industries Ltd.,SATIA,539201.0
Sharda Motor Industries Ltd.,SHARDAMOTR,535602.0
Shemaroo Entertainment Ltd.,SHEMAROO,538685.0
Bikaji Foods International Ltd.,BIKAJI,543653.0
Shriram Properties Ltd.,SHRIRAMPPS,543419.0
Snowman Logistics Ltd.,SNOWMAN,538635.0
Spencer's Retail Ltd.,SPENCERS,542337.0
Sumitomo Chemical India Ltd.,SUMICHEM,542920.0
Sundaram Home Finance Ltd.,,
Sal Automotive Ltd.,,539353.0
Swastik Pipes Ltd.,SWASTIK,
Syngene International Ltd.,SYNGENE,539268.0
Talbros Engineering Ltd.,,538987.0
Tamilnad Mercantile Bank Ltd.,TMB,543596.0
Tata Technologies Ltd.,TATATECH,544028.0
TCNS Clothing Co. Ltd.,TCNSBRANDS,541700.0
UP Asbestos Ltd.,,
UTI Asset Management Company Ltd.,UTIAMC,543238.0
UFO Moviez India Ltd.,UFO,539141.0
Uniword Telecom Ltd.,,
Updater Services Ltd.,UDS,543996.0
VA Tech Wabag Ltd.,WABAG,533269.0
Varun Beverages Ltd.,VBL,540180.0
VRL Logistics Ltd.,VRLLOG,539118.0
Yamuna Power & Infrastructure Ltd.,,
Simplex Mills Company Ltd.,,533018.0
Simplex Papers Ltd.,,533019.0
Adani Power Ltd.,ADANIPOWER,533096.0
Angel One Ltd.,ANGELONE,543235.0
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS,544111.0
ARSS Infrastructure Projects Ltd.,ARSSINFRA,533163.0
Indus Towers Ltd.,INDUSTOWER,534816.0
Future Retail Ltd.,FRETAIL,540064.0
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,543374.0
Computer Age Management Services Ltd.,CAMS,543232.0
Concord Biotech Ltd.,CONCORDBIO,543960.0
Crayons Advertising Ltd.,CRAYONS,
Dixon Technologies (India) Ltd.,DIXON,540699.0
General Insurance Corporation of India,GICRE,540755.0
Healthcare Global Enterprises Ltd.,HCG,539787.0
HMA Agro Industries Ltd.,HMAAGRO,543929.0
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,540133.0
IL&FS Transportation Networks Ltd.,IL&FSTRANS,533177.0
Indegene Ltd.,INDGN,544172.0
Yaari Digital Integrated Services Ltd.,YAARI,533520.0
Kanoria Securities & Financial Services Ltd.,,
Kinetic Capital Services Ltd.,,
Lavasa Corporation Ltd.,,
Epigral Ltd.,EPIGRAL,543332.0
MT Educare Ltd.,MTEDUCARE,534312.0
Net Avenue Technologies Ltd.,CBAZAAR,
Satchmo Holdings Ltd.,NITESHEST,533202.0
Ortel Communications Ltd.,ORTEL,539015.0
Persistent Systems Ltd.,PERSISTENT,533179.0
Aditya Birla Fashion and Retail Ltd.,ABFRL,535755.0
Reliance Naval and Engineering Ltd.,RNAVAL,533107.0
McNally Sayaji Engineering Ltd.,,
SIS Ltd.,SIS,540673.0
Sify Ltd,,
Tejas Networks Ltd.,TEJASNET,540595.0
TVS Supply Chain Solutions Ltd.,TVSSCS,543965.0
Uma Properties & Traders Ltd.,,
Blr India Pvt Limited,,
Exensys Software Solutions Limited,,
GNA Axles Ltd.,GNA,540124.0
Hari Machines Ltd.,,
Polycab India Ltd.,POLYCAB,542652.0
SBI Life Insurance Company Ltd.,SBILIFE,540719.0
Sree Maruthi Marine Industries Ltd.,,
TGV Securities Pvt Ltd.,,
7Seas Entertainment Ltd.,,540874.0
Just Dial Ltd.,JUSTDIAL,535648.0
Cadsys India Ltd.,CADSYS,
Chandra Bhagat Pharma Ltd.,,542934.0
Eastern Investments Ltd. (Bird Group),,
Happy Forgings Ltd.,HAPPYFORGE,544057.0
Mangal Steel Enterprises Ltd.,,
Mankind Pharma Ltd.,MANKIND,543904.0
Omkar Speciality Chemicals Ltd.,OMKARCHEM,533317.0
Rashi Peripherals Ltd.,RPTECH,544119.0
Sheela Foam Ltd.,SFL,540203.0
Sree Karpagambal Mills Ltd.,,
Tijaria Polypipes Ltd.,TIJARIA,533629.0
Vascon Engineers Ltd.,VASCONEQ,533156.0
Jocil Ltd.,JOCIL,
AKC Steel Industries Ltd.,,
Aggarsain Spinners Ltd.,,
Alkem Laboratories Ltd.,ALKEM,539523.0
Alom Extrusions Ltd.,,
Anand Duplex Limited,,
Apex Auto Limited,,
Arihant Enterprises Ltd.,,
Ashok Polymers Limited,,
Assam Roofing Ltd.,,
APL Metals Ltd.,,
Astec Lifesciences Ltd.,ASTEC,533138.0
Auckland International Ltd.,,
BMW Industries Ltd.,,542669.0
Baheti Recycling Industries Ltd.,BAHETI,
Bajaj Healthcare Ltd.,BAJAJHCARE,539872.0
Balaji Agro Oils Ltd.,,
Beekay Steel Industries Ltd.,,539018.0
Bharat Dynamics Ltd.,BDL,541143.0
The Bisra Stone Lime Company Ltd.,,
Central Cables Limited,,
Central India Industries Ltd.,,
Chandi Steel Industries Limited,,
Cremica Agro Foods Ltd.,,
Cuprum Bagrodia Ltd.,,
Darjeeling Dooars Plantations Tea Ltd.,,
Deepak Industries Limited,,
Dewas Metal Sections Limited,,
EITA India Ltd.,,
Earnest Healthcare Ltd.,,
Espire Infrastructure Corporation Limited,,
Ethics Commercials Limited,,
Fineotex Chemical Ltd.,FCL,533333.0
French Motor Car Co. Limited,,
Ganges Manufacturing Co. Limited,,
Hanuman Agro Industries Limited,,
Himalaya Buildcon Ltd.,,
Housing & Urban Development Corporation Ltd.,HUDCO,540530.0
Howrah Gases Ltd.,,
Indiacom Ltd.,,
The Indian Wood Products Company Ltd.,,540954.0
Induss Food Products & Equipment Ltd.,,
JJ Automotive Limited,,
Kamarhatty Co. Ltd.,,
Kanknarrah Co. Limited,,
Keystone Realtors Ltd,RUSTOMJEE,543669.0
Krishna Industrial Corporation Limited,,
Lemon Tree Hotels Ltd.,LEMONTREE,541233.0
Krosslink Infrastructure Limited,,
Logwell Forge Limited,,
Lucky Goldstar Co. Limited,,
Lux Industries Ltd.,LUXIND,539542.0
Madhya Bharat Agro Products Ltd.,MBAPL,
Marikar Motors Ltd.,,
Mauria Udyog Ltd.,,539219.0
Sintercom India Ltd.,SINTERCOM,
Minda Corporation Ltd.,MINDACORP,538962.0
Mukesh Udyog Ltd.,,
Multimetals Ltd.,,
Naga Ltd.,,
Newgen Software Technologies Ltd.,NEWGEN,540900.0
Orient Steel & Industries Limited,,
PK Textiles Limited,,
Pioneer Polyfeb Limited,,
Popular Vehicles & Services Ltd.,PVSL,544144.0
Prestige Estates Projects Ltd.,PRESTIGE,533274.0
Purohit Construction Ltd.,,538993.0
Rajparis Civil Constructions Ltd.,,
Reliance Jute Mills International Limited,,
Rushil Decor Ltd.,RUSHIL,533470.0
SMC Global Securities Ltd.,SMCGLOBAL,543263.0
SPS Steels Rolling Mills Ltd.,,
Sahara Infrastructure & Housing,,
Sansera Engineering Ltd.,SANSERA,543358.0
Saurashtra Chemicals Ltd.,,
Scan Steels Ltd. (Amalgamated),,
Mindspace Business Parks REIT,MINDSPACE,543217.0
Shahlon Silk Industries Ltd.,,542862.0
Shri Badrinarain Alloys & Steels Limited,,
Siddhartha Super Spg. Mills Limited,,
Sona BLW Precision Forgings Ltd.,SONACOMS,543300.0
Sri Kannapiran Mills Ltd.,,
SRS Real Estate Ltd.,,
Steel Products Ltd.,,
Surana Solar Ltd.,SURANASOL,533298.0
Swastik Oleochems Ltd.,,
T Stanes & Co. Limited,,
Unison Metals Ltd.,,538610.0
Uno Metals Ltd.,,
Varroc Engineering Ltd.,VARROC,541578.0
Veerprabhu Marketing Ltd.,,
Wardwizard Foods and Beverages Ltd.,,539132.0
Vincent Commercial Company Ltd.,,
Winsome International Limited,,
Zenith Enterprises Ltd.,,
All E Technologies Ltd.,ALLETEC,
Aryan Share And Stock Brokers Ltd.,,542176.0
Craftsman Automation Ltd.,CRAFTSMAN,543276.0
Dalmia Laminators Ltd.,,
Jubilant FoodWorks Ltd.,JUBLFOOD,533155.0
East Coast Enterprisers Ltd.,,
Emkay Consltants Ltd,,
Emkay Taps And Cutting Tools Ltd.,EMKAYTOOLS,
Endurance Technologies Ltd.,ENDURANCE,540153.0
Gravita India Ltd.,GRAVITA,533282.0
Hathway Cable & Datacom Ltd.,HATHWAY,533162.0
HPL Electric & Power Ltd.,HPL,540136.0
ITCONS E-Solutions Ltd.,,543806.0
Jyoti CNC Automation Ltd.,JYOTICNC,544081.0
Nuvoco Vistas Corporation Ltd.,NUVOCO,543334.0
LTIMindtree Ltd.,LTIM,540005.0
Macpower CNC Machines Ltd.,MACPOWER,
Medico Remedies Ltd.,MEDICO,540937.0
Mount Housing & Infrastructure Ltd.,,542864.0
NHPC Ltd.,NHPC,533098.0
Prakash Steelage Ltd.,PRAKASHSTL,533239.0
Prince Pipes and Fittings Ltd.,PRINCEPIPE,542907.0
Radiant Financial Services Ltd,,
Skipper Ltd.,SKIPPER,538562.0
Tarsons Products Ltd.,TARSONS,543399.0
Indian Railway Finance Corporation Ltd.,IRFC,543257.0
Life Insurance Corporation of India,LICI,543526.0
ICICI Lombard General Insurance Company Ltd.,ICICIGI,540716.0
The New India Assurance Company Ltd.,NIACL,540769.0
HDFC Life Insurance Company Ltd.,HDFCLIFE,540777.0
Star Health and Allied Insurance Company Ltd.,STARHEALTH,543412.0
Indian Metals & Ferro Alloys Ltd.,IMFA,533047.0
Career Point Ltd.,CAREERP,533260.0
Teamo Productions HQ Ltd.,TPHQ,533048.0
City Online Services Ltd.,,538674.0
PNB Housing Finance Ltd.,PNBHOUSING,540173.0
Frick India Ltd,,
Godrej Agrovet Ltd.,GODREJAGRO,540743.0
Vedavaag Systems Ltd.,,533056.0
Tata Motors Ltd. - DVR Ordinary,TATAMTRDVR,570001.0
Future Enterprises Ltd.-B-DVR,FELDVR,570002.0
Trimurthi Ltd.,,536565.0
Punjab & Sind Bank,PSB,533295.0
Mahindra Logistics Ltd.,MAHLOG,540768.0
Max Healthcare Institute Ltd.,MAXHEALTH,543220.0
Narayana Hrudayalaya Ltd.,NH,539551.0
Manjeera Constructions Ltd.,MANJEERA,533078.0
Sree Akkamamba Textiles Ltd.,,
Sunflag Filaments Ltd.,,
Sri Venkatesha Mills Ltd.,,
Mold-Tek Packaging Ltd.,MOLDTKPAC,533080.0
Dr. Lal Pathlabs Ltd.,LALPATHLAB,539524.0
Thyrocare Technologies Ltd.,THYROCARE,539871.0
Shriram Pistons & Rings Ltd,SHRIPISTON,
Tree House Education & Accessories Ltd.,TREEHOUSE,533540.0
Excel Realty N Infra Ltd.,EXCEL,533090.0
Welspun Investments and Commercials Ltd.,WELINV,533252.0
Expleo Solutions Ltd.,EXPLEOSOL,533121.0
Sai Silks (Kalamandir) Ltd.,KALAMANDIR,543989.0
RattanIndia Power Ltd.,RTNPOWER,533122.0
Stanes Amalgamated Estates Ltd.,,
Yunik Managing Advisors Ltd.,,533149.0
Future Consumer Ltd.,FCONSUMER,533400.0
The Peria Karamalai Tea And Produce Company Ltd.,PKTEA,
Sea Lord Containers Ltd,,
Bengal & Assam Company Ltd.,,533095.0
Thangamayil Jewellery Ltd.,THANGAMAYL,533158.0
Den Networks Ltd.,DEN,533137.0
Aspinwall And Company Ltd.,ASPINWALL,
India Carbon Ltd.,,
Jardine Henderson Ltd.,,
Midland Rubber & Produce Company Ltd,,
Nelliampathy Tea & Produce Company Ltd.,,
Nav Bharat Refrigeration & Industries Ltd,,
Ossoor Estates Ltd,,
Pilani Investment And Industries Corporation Ltd.,PILANIINVS,539883.0
Rossell India Ltd.,ROSSELLIND,533168.0
Rydak Syndicate Ltd,,
Sangameshwar Coffee Estates Ltd,,
Jessop & Co Ltd.,,
Coal India Ltd.,COALINDIA,533278.0
Suryaamba Spinning Mills Ltd.,,533101.0
Beardsell Ltd.,BEARDSELL,539447.0
D-Link (India) Ltd.,DLINKINDIA,533146.0
Sagarsoft (India) Ltd.,,540143.0
Ananda-Bag Tea Co Ltd.,,
Asiatic Oxygen Ltd,,
Hypersoft Technologies Ltd.,,539724.0
Tamboli Industries Ltd.,,533170.0
Fredun Pharmaceuticals Ltd.,,539730.0
Emmbi Industries Ltd.,EMMBI,533161.0
Carbo Ceramics Ltd.,,
The Devashola (Nilgiri) Tea Estates Co Ltd.,,
Macrotech Developers Ltd.,LODHA,543287.0
Steadfast Corporation Ltd.,,
Cantabil Retail India Ltd.,CANTABIL,533267.0
Manjushree Plantations Ltd.,,
Goenka Diamond and Jewels Ltd.,GOENKA,533189.0
Haryana Coated Papers Ltd.,,
Kals Information Systems Ltd.,,
Bhilwara Technical Textiles Ltd.,,533108.0
Valor Estate Ltd.,DBREALTY,533160.0
Hindustan Aeronautics Ltd.,HAL,541154.0
Shree Precoated Steels Ltd.,SHPRE,533110.0
The Mercara Rubbers Ltd.,,
The Bengal Bonded Warehouse Association,,
The Rajagiri Rubber & Produce Company Ltd.,,
The United Provinces Sugar Co Ltd.,,
The Anaparai Estates Ltd.,,
The Highland Produce Co Ltd.,,
The Ahmadpur Katwa Railway Co Ltd.,,
GPC Technology Ltd.,,
GKB Ophthalmics Ltd.,GKB,533212.0
Quint Digital Ltd.,,539515.0
Ginni International Ltd.,,
The Didwana Investment Company Ltd.,,
Rishab Exports Ltd.,,
Indo Cotspin Ltd.,,538838.0
Mansingh Hotels And Resorts Ltd.,,
Intercontinental Trading & Investments Co Ltd.,,
Intrasoft Technologies Ltd.,ISFT,533181.0
Emami Paper Mills Ltd.,EMAMIPAP,533208.0
Cochin Shipyard Ltd.,COCHINSHIP,540678.0
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,543237.0
Krishna Bhagya Jala Nigam Ltd,,
Krishna Continental Ltd.,,
MBL Infrastructure Ltd.,MBLINFRA,533152.0
Tarapur Transformers Ltd.,TARAPUR,533203.0
Eros International Media Ltd.,EROSMEDIA,533261.0
Emami Realty Ltd.,EMAMIREAL,533218.0
The United Nilgiri Tea Estates Company Ltd.,UNITEDTEA,
Continental Valves Ltd.,,
Oberoi Realty Ltd.,OBEROIRLTY,533273.0
Pluto Tradelinks Ltd.,,
KIOCL Ltd.,KIOCL,540680.0
Pondicherry Spinners Ltd.,,
Dabriwala Banijya Udyog Ltd,,
Midland Services Ltd,,
Haileyburia Tea Estates Ltd,,
Supra Pacific Financial Services Ltd.,,540168.0
Polo Queen Industrial & Fintech Ltd.,,540717.0
Shuklamber Exports Ltd.,,
Atoz Securities Ltd.,,
Eri-Tech Ltd.,,
Deep Diamond India Ltd.,,539559.0
Indiana Current Control Ltd.,,
Acme Sthapati Ltd.,,
Mercury Laboratories Ltd.,,538964.0
Texmo Pipes And Products Ltd.,TEXMOPIPES,533164.0
Vardhan Ltd.,,
Suvridhi Financial Services Ltd.,,
Shri Amarsinhji Stationery Industries Ltd.,,
Rathi India Ltd.,,
Pankaj Investments Ltd.,,
The Delhi Flour Mills Company Ltd.,,
Duncan Brothers & Company Ltd.,,
Bajaj Leasing & Finance Ltd.,,
Assam Carbon Products Ltd.,,
The Belsund Sugar & Industries Ltd.,,
Mysore Paints & Varnish Ltd.,,
Pranav Investment (MP) Co Ltd.,,
Kolmak Chemicals Ltd.,,
Inventure Growth & Securities Ltd.,INVENTURE,533506.0
The Mysore Plantations Ltd.,,
Shah Metacorp Ltd.,SHAH,533275.0
Exicom Tele-Systems Ltd.,EXICOM,544133.0
L&T Finance Ltd.,LTF,533519.0
SJVN Ltd.,SJVN,533206.0
Bajaj Consumer Care Ltd.,BAJAJCON,533229.0
Spandana Sphoorty Financial Ltd.,SPANDANA,542759.0
Summit Securities Ltd.,SUMMITSEC,533306.0
PTC India Financial Services Ltd.,PFS,533344.0
Coromandel Engineering Company Ltd.,COROENGG,533167.0
Hindustan Media Ventures Ltd.,HMVL,533217.0
Travancore Sugars & Chemicals Ltd,,
RDB Rasayans Ltd.,,533608.0
Jupiter Wagons Ltd.,JWL,533272.0
Ganpati Plastfab Ltd,,
BF Investment Ltd.,BFINVEST,533303.0
Indiabulls Housing Finance Ltd.,IBULHSGFIN,535789.0
Reliance Home Finance Ltd.,RHFL,540709.0
Techno Electric & Engineering Company Ltd.,TECHNOE,542141.0
SH Kelkar And Company Ltd.,SHK,539450.0
Orient Green Power Company Ltd.,GREENPOWER,533263.0
Kriti Nutrients Ltd.,KRITINUT,533210.0
Enkei Wheels (India) Ltd.,,533477.0
Kalyani Investment Company Ltd.,KICL,533302.0
Aster DM Healthcare Ltd.,ASTERDM,540975.0
Gateway Distriparks Ltd.,GATEWAY,543489.0
Globe Capital Market Ltd,,
Music Broadcast Ltd.,RADIOCITY,540366.0
Mallcom (India) Ltd,MALLCOM,539400.0
GPT Infraprojects Ltd.,GPTINFRA,533761.0
Krystal Integrated Services Ltd,KRYSTAL,544149.0
Priya International Ltd.,,
TeamLease Services Ltd.,TEAMLEASE,539658.0
R.P.P. Infra Projects Ltd.,RPPINFRA,533284.0
Wonderla Holidays Ltd.,WONDERLA,538268.0
Fedbank Financial Services Ltd,FEDFINA,544027.0
Kesar Terminals & Infrastructure Ltd.,KTIL,533289.0
Rupa & Company Ltd.,RUPA,533552.0
Technical Associates Ltd,,
LKP Securities Ltd.,,540192.0
Lakshmi Finance & Industrial Corporation Ltd.,LFIC,
VMS Industries Ltd.,,533427.0
Shekhawati Poly-Yarn Ltd.,SPYL,533301.0
Yatra Online Ltd,YATRA,543992.0
Makemytrip (India) Pvt Ltd.,,
Bharat Wire Ropes Ltd.,BHARATWIRE,539799.0
Suzuki (India) Ltd,,
Taaza International Ltd.,,537392.0
Krishna Institute of Medical Sciences Ltd,KIMS,543308.0
Aadhar Housing Finance Ltd.,AADHARHFC,544176.0
Credo Brands Marketing Ltd.,MUFTI,544058.0
Brooks Laboratories Ltd.,BROOKS,533543.0
Helpage Finlease Ltd.,,539174.0
Muthoot Finance Ltd.,MUTHOOTFIN,533398.0
Inox Wind Ltd.,INOXWIND,539083.0
Asian Hotels (East) Ltd.,AHLEAST,533227.0
CreditAccess Grameen Ltd.,CREDITACC,541770.0
Dhelakhat Tea Co Ltd.,,
Sula Vineyards Ltd.,SULA,543711.0
Interglobe Aviation Ltd.,INDIGO,539448.0
STEL Holdings Ltd.,STEL,533316.0
Shree Hanuman Sugar & Industries Ltd.,,537709.0
Soni Medicare Ltd.,,539378.0
National Engineering Industries Ltd.,,
Marco Cables & Conductors Ltd.,MARCO,
Eris Lifesciences Ltd.,ERIS,540596.0
Mahaveer Infoway Ltd.,,539383.0
Infronics Systems Ltd.,,537985.0
PG Electroplast Ltd.,PGEL,533581.0
AGS Transact Technologies Ltd.,AGSTRA,543451.0
The Grob Tea Company Ltd.,GROBTEA,
Methoni Tea Company Ltd.,,
MP Investments & Consultancy Services Ltd.,,
Fort Gloster Industries Ltd.,,
Vaswani Industries Ltd.,VASWANI,533576.0
LJ International Ltd.,,
The Western Indian Plywoods Ltd.,WIPL,
Quest Softech (India) Ltd.,,535719.0
Dodla Dairy Ltd,DODLA,543306.0
Binny Mills Ltd.,,535620.0
Hilman Capital Finance Ltd.,,
Balanoor Plantations & Industries Ltd.,,
Amrit Agro Industries Ltd.,,
Intertec Technologies Ltd.,,
Gilada Finance & Investments Ltd.,,538788.0
Data Patterns (India) Ltd.,DATAPATTNS,543428.0
Zee Learn Ltd.,ZEELEARN,533287.0
Bharatiya Global Infomedia Ltd.,BGLOBAL,533499.0
Indian Terrain Fashions Ltd.,INDTERRAIN,533329.0
Dhunseri Investments Ltd.,DHUNINV,533336.0
Lovable Lingerie Ltd.,LOVABLE,533343.0
Lamina Foundries Ltd.,,
MIL Industries Ltd.,,
Webfil Ltd.,,
Kusum Products Ltd.,,
BSR Finance & Constructions Ltd.,,
Quality Synthetic Industries Ltd.,,
Orchid Securities Ltd.,,
Premier Cryogenics Ltd.,,
Konark Commerce & Industries Ltd.,,
Trio Mercantile & Trading Ltd.,,534755.0
Virtual Global Education Ltd.,,534741.0
Kothari Phytochemicals & Industries Ltd.,,
Teloijan Tea Co Ltd.,,
Shree Securities Ltd.,,538975.0
Response Informatics Ltd.,,538273.0
Shardaraj Tradefin Ltd.,,
Orpine Systems Ltd.,,
Multiplus Resources Ltd.,,
Octal Credit Capital Ltd.,,538894.0
Baid Mercantile Ltd.,,
Saumya Consultants Ltd.,,539218.0
Hasimara Industries Ltd.,,
Concrete Infra & Media Ltd.,,539266.0
Khatod Investments & Finance Company Ltd.,,
Vatican Commercials Ltd.,,
Nakamichi Securities Ltd.,,
Bakra Pratisthan Ltd.,,
Gautam Resources Ltd.,,
Mohan Finance Ltd.,,
EMC Ltd.,,
Howrah Mills Co Ltd.,,
Stenly Securities Ltd.,,
Kridhan Infra Ltd.,KRIDHANINF,533482.0
Electronica Machine Tools Ltd,,
Future Market Networks Ltd.,FMNL,533296.0
Jubilant Industries Ltd.,JUBLINDS,533320.0
Texmaco Rail & Engineering Ltd.,TEXRAIL,533326.0
RDB Realty & Infrastructure Ltd.,,533285.0
Olympic Cards Ltd.,,534190.0
Onelife Capital Advisors Ltd.,ONELIFECAP,533632.0
Kirloskar Oil Engines Ltd.,KIRLOSENG,533293.0
Swaika Vanaspati Products Ltd.,,
Mitcon Consultancy & Engineering Services Ltd.,MITCON,
Quick Heal Technologies Ltd.,QUICKHEAL,539678.0
PC Jeweller Ltd.,PCJEWELLER,534809.0
Delphi World Money Ltd.,DELPHIFX,533452.0
Tatva Chintan Pharma Chem Ltd.,TATVA,543321.0
Sree Satyanarayan Spinning Mills Ltd.,,
Matrimony.Com Ltd.,MATRIMONY,540704.0
Ujaas Energy Ltd.,UEL,533644.0
Electronica Industries Ltd.,,
Kaynes Technology India Ltd.,KAYNES,543664.0
Sanco Industries Ltd.,SANCO,
Tribhovandas Bhimji Zaveri Ltd.,TBZ,534369.0
SV Global Mill Ltd.,,535621.0
Malankara Plantations Ltd.,,
Stove Kraft Ltd.,STOVEKRAFT,543260.0
Vedant Fashions Ltd.,MANYAVAR,543463.0
Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,543253.0
Heranba Industries Ltd.,HERANBA,543266.0
Avenue Supermarts Ltd.,DMART,540376.0
TD Power Systems Ltd.,TDPOWERSYS,533553.0
Rishabh Instruments Ltd.,RISHABH,543977.0
Adeshwar Meditex Ltd.,,543309.0
Ethos Ltd.,ETHOSLTD,543532.0
Bijni Doors Tea Company Ltd.,,
Indo Alusys Industries Ltd.,,
Mint Investments Ltd.,,
Orient International Ltd.,,
Toplight Commercials Ltd.,,
Kanco Tea & Industries Ltd.,,541005.0
Five X Tradecom Ltd.,,536751.0
Speciality Restaurants Ltd.,SPECIALITY,534425.0
Ceinsys Tech Ltd.,,538734.0
Ushita Trading & Agencies Ltd.,,
Commitment Finance Ltd.,,
Encore Business Systems Ltd.,,
Combine Holding Ltd.,,
GKS Holding Ltd.,,
Kanak Projects Ltd.,,
Veekayem Fashion And Apparels Ltd.,VEEKAYEM,
Parag Milk Foods Ltd.,PARAGMILK,539889.0
Loha Ispaat Ltd.,,
MEMG Securities Ltd.,,
Sunrise Soaps & Chemicals Ltd.,,
Ashika Credit Capital Ltd.,,543766.0
Herald Commerce Ltd.,,
Purbasha Resources Ltd.,,
Mcleod & Co Ltd,,
Mysore Stoneware Pipes And Potteries Ltd.,,
Setubandhan Infrastructure Ltd.,SETUINFRA,533605.0
Vardhman Special Steels Ltd.,VSSL,534392.0
Saurashtra Calcine Bauxite & Allied Industries Ltd.,,
RRB Securities Ltd,,
Unick Fix-A-Form And Printers Ltd.,,541503.0
Vishwanath Projects Ltd,,
Indian Energy Exchange Ltd.,IEX,540750.0
TV Vision Ltd.,TVVISION,540083.0
Alirox Abrasives Ltd.,,
Alfa Mercantile Ltd.,,
