company_name,symbol,scripcode
Kovai Medical Center & Hospital Ltd.,KOVAI,523323.0
Eldeco Housing & Industries Ltd.,ELDEHSG,523329.0
Standard Shoe Sole & Mould (India) Ltd.,,523351.0
DCM Shriram Ltd.,DCMSHRIRAM,523367.0
DCM Shriram Industries Ltd.,DCMSRIND,523369.0
Mawana Sugars Ltd.,MAWANASUG,523371.0
Mini Diamonds (India) Ltd.,,523373.0
Maha Rashtra Apex Corporation Ltd.,MAHAPEXLTD,523384.0
Nilkamal Ltd.,NILKAMAL,523385.0
Triton Corp Ltd.,TRITON,523387.0
Nahar Poly Films Ltd.,NAHARPOLY,523391.0
3M India Ltd.,3MINDIA,523395.0
Johnson Controls - Hitachi Air Conditioning India Ltd.,JCHAC,523398.0
JM Financial Ltd.,JMFINANCIL,523405.0
ADC India Communications Ltd.,KRONECOMM,523411.0
Tamilnadu Telecommunications Ltd.,TNTELE,523419.0
Sunraj Diamond Exports Ltd.,,523425.0
Reliance Industrial Infrastructure Ltd.,RIIL,523445.0
Sharp India Ltd.,KALYANISHP,523449.0
Linde India Ltd.,LINDEINDIA,523457.0
Ind Bank Housing Ltd.,,523465.0
Jai Mata Glass Ltd.,,523467.0
Lotus Chocolate Company Ltd.,,523475.0
Pacific Industries Ltd.,PACIFICIND,523483.0
Chennai Meenakshi Multispeciality Hospital Ltd.,,523489.0
Universal Office Automation Ltd.,,523519.0
APM Industries Ltd.,,523537.0
Precision Wires India Ltd.,PRECWIRE,523539.0
Krypton Industries Ltd.,,523550.0
Swiss Military Consumer Goods Ltd.,NETWORK,523558.0
Martin Burn Ltd.,,523566.0
Future Enterprises Ltd.,FEL,523574.0
Indian Toners & Developers Ltd.,,523586.0
Kunststoffe Industries Ltd.,,523594.0
Ircon International Ltd.,IRCON,541956.0
Shipping Corporation Of India Ltd.,SCI,523598.0
Sika Interplant Systems Ltd.,,523606.0
ITI Ltd.,ITI,523610.0
Dredging Corporation Of India Ltd.,DREDGECORP,523618.0
Phaarmasia Ltd.,,523620.0
Poddar Housing and Development Ltd.,PODDARHOUS,523628.0
National Fertilizers Ltd.,NFL,523630.0
IP Rings Ltd.,IPRINGLTD,523638.0
PI Industries Ltd.,PIIND,523642.0
Plastiblends India Ltd.,PLASTIBLEN,523648.0
Yash Innoventures Ltd.,,523650.0
Kkalpana Plastick Ltd.,,523652.0
Waterbase Ltd.,WATERBASE,523660.0
Flex Foods Ltd.,,523672.0
Golkunda Diamonds & Jewellery Ltd.,,523676.0
Apcotex Industries Ltd.,APCOTEXIND,523694.0
Fortis Malar Hospitals Ltd.,,523696.0
Mastek Ltd.,MASTEK,523704.0
Eimco Elecon (India) Ltd.,EIMCOELECO,523708.0
Sayaji Hotels Ltd.,SAYAJIHOTL,523710.0
JMG Corporation Ltd.,,523712.0
Ashiana Housing Ltd.,ASHIANA,523716.0
Svam Softwares Ltd.,,523722.0
Ecoboard Industries Ltd.,WESTERNBIO,523732.0
Dhunseri Ventures Ltd.,DVL,523736.0
Trans India House Impex Ltd,,523752.0
Mahindra EPC Irrigation Ltd.,MAHEPC,523754.0
SREI Infrastructure Finance Ltd.,SREINFRA,523756.0
Mitshi India Ltd.,,523782.0
Shukra Jewellery Ltd.,SHUKRADIAM,523790.0
Mazda Ltd.,MAZDA,523792.0
Viceroy Hotels Ltd.,VHLTD,523796.0
Sovereign Diamonds Ltd.,,523826.0
Menon Bearings Ltd.,MENONBE,523828.0
Mukat Pipes Ltd.,MUKATPIPE,523832.0
Gujarat Raffia Industries Ltd.,GUJRAFFIA,523836.0
Simplex Infrastructures Ltd.,SIMPLEXINF,523838.0
Innovative Tech Pack Ltd.,,523840.0
Super Tannery Ltd.,,523842.0
Constronics Infra Ltd.,,523844.0
Axtel Industries Ltd.,,523850.0
Pacheli Industrial Finance Ltd.,,523862.0
East India Drums And Barrels Manufacturing Ltd.,,523874.0
VR Woodart Ltd.,,523888.0
AVI Products India Ltd.,,523896.0
Poonawalla Fincorp Ltd.,POONAWALLA,524000.0
Hindustan Fluorocarbons Ltd.,,524013.0
Kingfa Science & Technology (India) Ltd.,KINGFA,524019.0
Patidar Buildcon Ltd.,,524031.0
Rama Phosphates Ltd.,RAMAPHO,524037.0
Venlon Enterprises Ltd.,VENLONPOLY,524038.0
Polyplex Corporation Ltd.,POLYPLEX,524051.0
Albert David Ltd.,ALBERTDAVD,524075.0
Haryana Leather Chemicals Ltd.,,524080.0
Carysil Ltd.,CARYSIL,524091.0
Kabra Extrusiontechnik Ltd.,KABRAEXTRU,524109.0
Vinyl Chemicals (India) Ltd.,VINYLINDIA,524129.0
Pee Cee Cosma Sope Ltd.,,524136.0
TCM Ltd.,,524156.0
IOL Chemicals And Pharmaceuticals Ltd.,IOLCP,524164.0
Kesar Petroproducts Ltd.,,524174.0
Vinati Organics Ltd.,VINATIORGA,524200.0
Lactose (India) Ltd.,,524202.0
Teesta Agro Industries Ltd.,,524204.0
Aarti Industries Ltd.,AARTIIND,524208.0
Pentokey Organy (India) Ltd.,,524210.0
Wanbury Ltd.,WANBURY,524212.0
Resonance Specialties Ltd.,,524218.0
Gujarat Ambuja Exports Ltd.,GAEL,524226.0
Rashtriya Chemicals and Fertilizers Ltd.,RCF,524230.0
Gujarat Inject (Kerala) Ltd.,,524238.0
Kopran Ltd.,KOPRAN,524280.0
Aimco Pesticides Ltd.,AIMCOPEST,524288.0
Gujarat Terce Laboratories Ltd.,,524314.0
Kabra Drugs Ltd.,,524322.0
Seya Industries Ltd.,SEYAIND,524324.0
Jayant Agro-Organics Ltd.,JAYAGROGN,524330.0
BCL Industries Ltd.,BCLIND,524332.0
Shree Hari Chemicals Export Ltd.,,524336.0
Indo Borax & Chemicals Ltd.,INDOBORAX,524342.0
Aarti Drugs Ltd.,AARTIDRUGS,524348.0
Bodal Chemicals Ltd.,BODALCHEM,524370.0
Orchid Pharma Ltd.,ORCHPHARMA,524372.0
Vimta Labs Ltd.,VIMTALABS,524394.0
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEM,524396.0
Ishita Drugs & Industries Ltd.,,524400.0
Marksans Pharma Ltd.,MARKSANS,524404.0
Universal Starch-Chem Allied Ltd.,,524408.0
Aarey Drugs & Pharmaceuticals Ltd.,AAREYDRUGS,524412.0
Norris Medicines Ltd.,,524414.0
Asian Petroproducts & Exports Ltd.,,524434.0
Camex Ltd.,,524440.0
Evexia Lifecare Ltd.,,524444.0
Indo Euro Indchem Ltd.,,524458.0
Syncom Formulations (India) Ltd.,SYNCOMF,524470.0
Riddhi Siddhi Gluco Biols Ltd.,,524480.0
SVC Industries Ltd.,ATVPETRO,524488.0
Ipca Laboratories Ltd.,IPCALAB,524494.0
Kilitch Drugs (India) Ltd.,KILITCH,524500.0
Raaj Medisafe India Ltd.,,524502.0
Coral Laboratories Ltd.,,524506.0
Tulasee Bio-Ethanol Ltd.,,524514.0
Bacil Pharma Ltd.,,524516.0
Krebs Biochemicals & Industries Ltd.,KREBSBIO,524518.0
KMC Speciality Hospitals (India) Ltd.,,524520.0
Laffans Petrochemicals Ltd.,,524522.0
Bhaskar Agrochemicals Ltd.,,524534.0
Sukhjit Starch & Chemicals Ltd.,SUKHJITS,524542.0
Satiate Agri Ltd.,,524546.0
Sharma East India Hospitals & Medical Research Ltd.,,524548.0
Neuland Laboratories Ltd.,NEULANDLAB,524558.0
Gayatri Bio Organics Ltd.,,524564.0
Poddar Pigments Ltd.,PODDARMENT,524570.0
Pharmaids Pharmaceuticals Ltd.,,524572.0
Vivid Global Industries Ltd.,,524576.0
Priya Ltd.,PRIYADYES,524580.0
Tirupati Starch & Chemicals Ltd.,,524582.0
Hemo Organic Ltd.,,524590.0
JD Orgochem Ltd.,JDORGOCHEM,524592.0
Aeonx Digital Technology Ltd.,ASHOKALCO,524594.0
Aksharchem (India) Ltd.,AKSHARCHEM,524598.0
Bandaram Pharma Packtech Ltd.,,524602.0
Adline Chem Lab Ltd.,,524604.0
Beryl Drugs Ltd.,,524606.0
IEL Ltd.,,524614.0
iStreet Network Ltd.,,524622.0
Gagan Gases Ltd.,,524624.0
Parker Agrochem Exports Ltd.,,524628.0
Shukra Pharmaceuticals Ltd.,,524632.0
Alufluoride Ltd.,,524634.0
Oxygenta Pharmaceutical Ltd.,,524636.0
Archit Organosys Ltd.,,524640.0
Sikozy Realtors Ltd.,,524642.0
Indo Amines Ltd.,INDOAMIN,524648.0
Ind-Swift Ltd.,INDSWFTLTD,524652.0
Natural Capsules Ltd.,,524654.0
Welcure Drugs & Pharmaceuticals Ltd.,,524661.0
Bharat Immunologicals & Biologicals Corporation Ltd.,,524663.0
Savita Oil Technologies Ltd.,SOTL,524667.0
Hester Biosciences Ltd.,HESTERBIO,524669.0
Kabsons Industries Ltd.,,524675.0
Basant Agro Tech (India) Ltd.,,524687.0
Parenteral Drugs (India) Ltd.,PDPL,524689.0
Sandu Pharmaceuticals Ltd.,,524703.0
NACL Industries Ltd.,NACLIND,524709.0
Vista Pharmaceuticals Ltd.,,524711.0
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,524715.0
Titan Bio-Tech Ltd.,,524717.0
Bijoy Hans Ltd.,,524723.0
Span Divergent Ltd.,,524727.0
Jenburkt Pharmaceuticals Ltd.,,524731.0
Hikal Ltd.,HIKAL,524735.0
Caplin Point Laboratories Ltd.,CAPLIPOINT,524742.0
Fischer Medical Ventures Ltd.,,524743.0
Link Pharma Chem Ltd.,,524748.0
Decipher Labs Ltd.,,524752.0
Emmessar Biotech & Nutrition Ltd.,,524768.0
NGL Fine-Chem Ltd.,NGLFINE,524774.0
Everest Organics Ltd.,,524790.0
Aurobindo Pharma Ltd.,AUROPHARMA,524804.0
Phyto Chem (India) Ltd.,,524808.0
Natco Pharma Ltd.,NATCOPHARM,524816.0
Dynamic Industries Ltd.,,524818.0
Panama Petrochem Ltd.,PANAMAPET,524820.0
Bal Pharma Ltd.,BALPHARMA,524824.0
BDH Industries Ltd.,MBIND,524828.0
Jauss Polymers Ltd.,,526001.0
Procal Electronics India Ltd.,,526009.0
Globus Power Generation Ltd.,,526025.0
Cubex Tubings Ltd.,CUBEXTUB,526027.0
Polymechplast Machines Ltd.,,526043.0
Stellant Securities (India) Ltd.,,526071.0
Galaxy Bearings Ltd.,,526073.0
SC Agrotech Ltd.,,526081.0
Ravileela Granites Ltd.,,526095.0
Uniroyal Marine Exports Ltd.,,526113.0
Manor Estates & Industries Ltd.,,526115.0
Shervani Industrial Syndicate Ltd.,,526117.0
BN Holdings Ltd.,,526125.0
Supertex Industries Ltd.,,526133.0
Shetron Ltd.,SHETRON,526137.0
Transgene Biotek Ltd.,,526139.0
MPL Plastics Ltd.,MILTONPLAS,526143.0
Nikhil Adhesives Ltd.,,526159.0
Spenta International Ltd.,,526161.0
Multibase India Ltd.,,526169.0
Andrew Yule & Company Ltd.,ANDREWYU,526173.0
Ludlow Jute & Specialities Ltd.,,526179.0
Ashram Online.Com Ltd.,TATIASKYLN,526187.0
Royal Cushion Vinyl Products Ltd.,ROYALCUSHN,526193.0
Neogem India Ltd.,,526195.0
Suraj Industries Ltd.,,526211.0
Hitech Corporation Ltd.,HITECHCORP,526217.0
Bloom Dekor Ltd.,,526225.0
Filatex India Ltd.,FILATEX,526227.0
Standard Surfactants Ltd.,,526231.0
Morgan Ventures Ltd.,,526237.0
Amrapali Industries Ltd.,,526241.0
Premier Explosives Ltd.,PREMEXPLN,526247.0
Mid East Portfolio Management Ltd.,,526251.0
Mold-Tek Technologies Ltd.,MOLDTECH,526263.0
Crestchem Ltd.,,526269.0
Mphasis Ltd.,MPHASIS,526299.0
Medinova Diagnostic Services Ltd.,,526301.0
Divyashakti Ltd.,,526315.0
Orient Press Ltd.,ORIENTLTD,526325.0
Shreyas Intermediates Ltd.,,526335.0
Panjon Ltd.,,526345.0
Duropack Ltd.,,526355.0
Swarnsarita Jewels India Ltd.,,526365.0
Ganesh Housing Corporation Ltd.,GANESHHOUC,526367.0
NMDC Ltd.,NMDC,526371.0
Cindrella Hotels Ltd.,,526373.0
Patel Integrated Logistics Ltd.,PATINTLOG,526381.0
Alphageo (India) Ltd.,ALPHAGEO,526397.0
Hampton Sky Realty Ltd.,,526407.0
Kkalpana lndustries (India) Ltd.,,526409.0
OK Play India Ltd.,,526415.0
Kriti Industries (India) Ltd.,KRITI,526423.0
Welterman International Ltd.,,526431.0
ASM Technologies Ltd.,,526433.0
Perfectpac Ltd.,,526435.0
Ambitious Plastomac Company Ltd.,,526439.0
Vision Cinemas Ltd.,,526441.0
Datasoft Application Software (India) Ltd.,,526443.0
Indrayani Biotech Ltd.,,526445.0
Euro Leder Fashion Ltd.,,526468.0
Winsome Breweries Ltd.,,526471.0
Elegant Floriculture & Agrotech (India) Ltd.,,526473.0
South Asian Enterprises Ltd.,,526477.0
Sky Industries Ltd.,,526479.0
Phoenix International Ltd.,PHOENXINTL,526481.0
Bhudevi Infra Projects Ltd.,,526488.0
Pratik Panels Ltd.,,526490.0
Rishiroop Ltd.,,526492.0
Promact Impex Ltd.,,526494.0
Sterling Green Woods Ltd.,,526500.0
Dolphin Medical Services Ltd.,,526504.0
Systematix Corporate Services Ltd.,,526506.0
Shahi Shipping Ltd.,,526508.0
Alpine Housing Development Corporation Ltd.,ALPINEHOU,526519.0
Sanghi Industries Ltd.,SANGHIIND,526521.0
Worldwide Aluminium Ltd.,,526525.0
IIRM Holdings India Ltd.,,526530.0
Square Four Projects India Ltd.,,526532.0
Scanpoint Geomatics Ltd.,,526544.0
Choksi Laboratories Ltd.,,526546.0
Country Club Hospitality & Holidays Ltd.,CCHHL,526550.0
Salguti Industries Ltd.,,526554.0
Longview Tea Company Ltd.,,526568.0
Midwest Gold Ltd.,,526570.0
Enterprise International Ltd.,,526574.0
TechIndia Nirman Ltd.,TECHIN,526576.0
TPL Plastech Ltd.,TPLPLASTEH,526582.0
Wim Plast Ltd.,WIMPLAST,526586.0
Photoquip (India) Ltd.,,526588.0
Liberty Shoes Ltd.,LIBERTSHOE,526596.0
Gujarat Narmada Flyash Company Ltd.,,526598.0
Lippi Systems Ltd.,,526604.0
Electrotherm (India) Ltd.,ELECTHERM,526608.0
Blue Dart Express Ltd.,BLUEDART,526612.0
Expo Gas Containers Ltd.,,526614.0
National Plastic Industries Ltd.,,526616.0
MFL India Ltd.,,526622.0
Ajwa Fun World & Resort Ltd.,,526628.0
Texel Industries Ltd.,,526638.0
Royale Manor Hotels & Industries Ltd.,,526640.0
Mirza International Ltd.,MIRZAINT,526642.0
Tourism Finance Corporation Of India Ltd.,TFCILTD,526650.0
Thakkers Developers Ltd.,,526654.0
Rajdarshan Industries Ltd.,ARENTERP,526662.0
Bhartiya International Ltd.,BIL,526666.0
Kamat Hotels (India) Ltd.,KAMATHOTEL,526668.0
Tirth Plastic Ltd.,,526675.0
DSJ Keep Learning Ltd.,KEEPLEARN,526677.0
Univa Foods Ltd.,UNIVAFOODS,526683.0
Polo Hotels Ltd.,,526687.0
Ecoplast Ltd.,,526703.0
Elegant Marbles & Grani Industries Ltd.,,526705.0
BITS Ltd.,,526709.0
Adarsh Plant Protect Ltd.,,526711.0
Antarctica Ltd.,ANTGRAPHIC,526715.0
HCP Plastene Bulkpack Ltd.,,526717.0
Nicco Parks & Resorts Ltd.,,526721.0
NTC Industries Ltd.,,526723.0
The Sandesh Ltd.,SANDESH,526725.0
Garnet Construction Ltd.,,526727.0
Goldiam International Ltd.,GOLDIAM,526729.0
Bright Brothers Ltd.,BRIGHTBROS,526731.0
Corporate Courier & Cargo Ltd.,,526737.0
Narmada Gelatines Ltd.,SHAWGELTIN,526739.0
Credence Sound & Vision Ltd.,,526741.0
PG Foils Ltd.,,526747.0
Gratex Industries Ltd.,,526751.0
Kriptol Industries Ltd.,,526753.0
Velan Hotels Ltd.,,526755.0
Howard Hotels Ltd.,,526761.0
Pressure Sensitive Systems (India) Ltd.,,526773.0
Valiant Communications Ltd.,,526775.0
Dr Agarwals Eye Hospital Ltd.,,526783.0
Mahasagar Travels Ltd.,,526795.0
Greenply Industries Ltd.,GREENPLY,526797.0
Union Quality Plastics Ltd.,,526799.0
Seamec Ltd.,SEAMECLTD,526807.0
Raghunath International Ltd.,,526813.0
Cheviot Company Ltd.,CHEVIOT,526817.0
Dai-Ichi Karkaria Ltd.,DAICHIKARK,526821.0
Rajeswari Infrastructure Ltd.,,526823.0
Spice Islands Industries Ltd.,,526827.0
Confidence Petroleum India Ltd.,CONFIPET,526829.0
Shelter Infra Projects Ltd.,,526839.0
Shakti Press Ltd.,,526841.0
Ashirwad Steels & Industries Ltd.,,526847.0
Banaras Beads Ltd.,BANARBEADS,526849.0
Arex Industries Ltd.,,526851.0
Bilcare Ltd.,,526853.0
ISF Ltd.,,526859.0
Rishi Laser Ltd.,,526861.0
Jainco Projects (India) Ltd.,,526865.0
Kumbhat Financial Services Ltd.,,526869.0
Intec Capital Ltd.,,526871.0
Rajasthan Gases Ltd.,,526873.0
Siddheswari Garments Ltd.,,526877.0
63 Moons Technologies Ltd.,63MOONS,526881.0
Sarla Performance Fibers Ltd.,SARLAPOLY,526885.0
Indo Credit Capital Ltd.,,526887.0
Market Creators Ltd.,,526891.0
Himalaya Food lnternational Ltd.,,526899.0
Sonal Adhesives Ltd.,,526901.0
Padmanabh Industries Ltd.,,526905.0
21st Century Management Services Ltd.,21STCENMGM,526921.0
Hariyana Ship Breakers Ltd.,,526931.0
Arunis Abode Ltd.,,526935.0
Tyroon Tea Company Ltd.,,526945.0
La Opala RG Ltd.,LAOPALA,526947.0
Stylam Industries Ltd.,STYLAMIND,526951.0
Venus Remedies Ltd.,VENUSREM,526953.0
Woodsvilla Ltd.,,526959.0
Last Mile Enterprises Ltd.,,526961.0
Gujarat Craft Industries Ltd.,,526965.0
Heera Ispat Ltd.,,526967.0
Dhoot Industrial Finance Ltd.,,526971.0
Crimson Metal Engineering Company Ltd.,,526977.0
Shri Bajrang Alliance Ltd.,,526981.0
Ashoka Refineries Ltd.,,526983.0
Urja Global Ltd.,URJA,526987.0
Ashapura Minechem Ltd.,ASHAPURMIN,527001.0
Shree Pacetronix Ltd.,,527005.0
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,530001.0
The India Cements Ltd.,INDIACEM,530005.0
JK Tyre & Industries Ltd.,JKTYRE,530007.0
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,530011.0
Standard Industries Ltd.,SIL,530017.0
Jubilant Pharmova Ltd.,JUBLPHARMA,530019.0
The Investment Trust of India Ltd.,THEINVEST,530023.0
Samyak International Ltd.,,530025.0
Aadi Industries Ltd.,,530027.0
Santosh Fine-Fab Ltd.,,530035.0
Sree Jayalakshmi Autospin Ltd.,,530037.0
Acknit Industries Ltd.,,530043.0
Titan Securities Ltd.,,530045.0
Real Eco-Energy Ltd.,,530053.0
Harmony Capital Services Ltd.,,530055.0
Vivanza Biosciences Ltd.,,530057.0
Yashraj Containeurs Ltd.,,530063.0
Lords Ishwar Hotels Ltd.,,530065.0
CSL Finance Ltd.,CSLFINANCE,530067.0
Sanghvi Movers Ltd.,SANGHVIMOV,530073.0
Selan Exploration Technology Ltd.,SELAN,530075.0
Freshtrop Fruits Ltd.,,530077.0
Faze Three Ltd.,FAZE3Q,530079.0
Zyden Gentec Ltd.,,530091.0
ACE EduTrend Ltd.,,530093.0
Pradhin Ltd.,,530095.0
Anupam Finserv Ltd.,,530109.0
Raj Packaging Industries Ltd.,,530111.0
Privi Speciality Chemicals Ltd.,PRIVISCL,530117.0
Natraj Proteins Ltd.,,530119.0
Samrat Pharmachem Ltd.,,530125.0
NPR Finance Ltd.,,530127.0
Nile Ltd.,,530129.0
Udaipur Cement Works Ltd.,UDAICEMENT,530131.0
Amco India Ltd.,,530133.0
Optiemus Infracom Ltd.,OPTIEMUS,530135.0
Kreon Finnancial Services Ltd.,,530139.0
Gyan Developers & Builders Ltd.,,530141.0
Kisan Mouldings Ltd.,,530145.0
KSL & Industries Ltd.,,530149.0
Vijay Textiles Ltd.,,530151.0
Garodia Chemicals Ltd.,,530161.0
Kerala Ayurveda Ltd.,,530163.0
Moongipa Capital Finance Ltd.,,530167.0
Mohit Paper Mills Ltd.,,530169.0
Daulat Securities Ltd.,,530171.0
Oscar Global Ltd.,,530173.0
Odyssey Technologies Ltd.,,530175.0
SPS International Ltd.,,530177.0
RSC International Ltd.,,530179.0
Surat Trade and Mercantile Ltd.,,530185.0
Atharv Enterprises Ltd.,,530187.0
Fundviser Capital (India) Ltd.,,530197.0
Themis Medicare Ltd.,THEMISMED,530199.0
Kallam Textiles Ltd.,,530201.0
Brawn Biotech Ltd.,,530207.0
Fortune International Ltd.,,530213.0
Kings Infra Ventures Ltd.,,530215.0
Swojas Energy Foods Ltd.,,530217.0
Nutricircle Ltd.,,530219.0
Subhash Silk Mills Ltd.,,530231.0
Auro Laboratories Ltd.,,530233.0
KJMC Financial Services Ltd.,KJMCFIN,530235.0
Suven Life Sciences Ltd.,SUVEN,530239.0
Aryaman Financial Services Ltd.,,530245.0
Bridge Securities Ltd.,,530249.0
RISA International Ltd.,,530251.0
Rajasthan Tube Manufacturing Company Ltd.,,530253.0
Kay Power and Paper Ltd.,,530255.0
Inter State Oil Carrier Ltd.,,530259.0
Global Capital Markets Ltd.,,530263.0
Sainik Finance & Industries Ltd.,,530265.0
Arigato Universe Ltd.,,530267.0
Rich Universe Network Ltd.,,530271.0
Quantum Digital Vision (India) Ltd.,,530281.0
SP Capital Financing Ltd.,,530289.0
PAOS Industries Ltd,,530291.0
Kothari Products Ltd.,KOTHARIPRO,530299.0
Piccadily Agro Industries Ltd.,,530305.0
Chaman Lal Setia Exports Ltd.,CLSEL,530307.0
Chandra Prabhu International Ltd.,,530309.0
Kimia Biosciences Ltd.,,530313.0
Hindustan Tin Works Ltd.,HINDTINWRK,530315.0
Godavari Drugs Ltd.,,530317.0
Premco Global Ltd.,,530331.0
Mukesh Babu Financial Services Ltd.,,530341.0
Genus Power Infrastructures Ltd.,GENUSPOWER,530343.0
Asian Energy Services Ltd.,ASIANENE,530355.0
KBS India Ltd.,,530357.0
Prabhhans Industries Ltd.,,530361.0
The Ugar Sugar Works Ltd.,UGARSUGAR,530363.0
Orient Bell Ltd.,ORIENTBELL,530365.0
NRB Bearings Ltd.,NRBBEARING,530367.0
Vamshi Rubber Ltd.,,530369.0
Nila Infrastructures Ltd.,NILAINFRA,530377.0
DB (International) Stock Brokers Ltd.,DBSTOCKBRO,530393.0
Vinyoflex Ltd.,,530401.0
Jindal Capital Ltd.,,530405.0
Epic Energy Ltd.,,530407.0
Sumedha Fiscal Services Ltd.,,530419.0
Kuwer Industries Ltd.,,530421.0
Choksi Imaging Ltd.,,530427.0
Ashish Polyplast Ltd.,,530429.0
Ador Fontech Ltd.,,530431.0
Shiva Global Agro Industries Ltd.,,530433.0
Siddha Ventures Ltd.,,530439.0
Kiran Syntex Ltd.,,530443.0
Sumeru Industries Ltd.,,530445.0
Rungta Irrigation Ltd.,,530449.0
Cinerad Communications Ltd.,,530457.0
Valson Industries Ltd.,,530459.0
Saboo Sodium Chloro Ltd.,,530461.0
GSL Securities Ltd.,,530469.0
Tinna Rubber And Infrastructure Ltd.,,530475.0
Vikram Thermo (India) Ltd.,,530477.0
Atlanta Infrastructure and Finance Ltd.,,530479.0
Stratmont Industries Ltd.,,530495.0
AK Capital Services Ltd.,,530499.0
Relaxo Footwears Ltd.,RELAXO,530517.0
Interface Financial Services Ltd.,,530519.0
Virat Industries Ltd.,,530521.0
Rajnish Retail Ltd.,,530525.0
Terai Tea Company Ltd.,,530533.0
Manraj Housing Finance Ltd.,,530537.0
Cosco (India) Ltd.,,530545.0
Ken Financial Services Ltd.,,530547.0
Shilpa Medicare Ltd.,SHILPAMED,530549.0
Paramount Communications Ltd.,PARACABLES,530555.0
NCL Research & Financial Services Ltd.,,530557.0
Radford Global Ltd.,,530561.0
Popees Cares Ltd.,SSLFINANCE,530565.0
Explicit Finance Ltd.,,530571.0
Ladderup Finance Ltd.,,530577.0
UY Fincorp Ltd.,,530579.0
Ekam Leasing & Finance Company Ltd.,,530581.0
Swastika Investmart Ltd.,,530585.0
Prima Plastics Ltd.,,530589.0
TeleCanor Global Ltd.,,530595.0
Jagsonpal Finance & Leasing Ltd.,,530601.0
Carnation Industries Ltd.,,530609.0
Sturdy Industries Ltd.,,530611.0
Garg Furnace Ltd.,,530615.0
Sampre Nutritions Ltd.,,530617.0
Akar Auto Industries Ltd.,,530621.0
Vipul Organics Ltd.,,530627.0
Eco Recycling Ltd.,,530643.0
Goodluck India Ltd.,GOODLUCK,530655.0
Global Securities Ltd.,,530657.0
Goyal Associates Ltd.,,530663.0
Zenith Health Care Ltd.,,530665.0
ACE Engitech Ltd.,,530669.0
York Exports Ltd.,,530675.0
Supreme Holdings & Hospitality (India) Ltd.,,530677.0
Pithampur Poly Products Ltd.,,530683.0
Lykis Ltd.,,530689.0
Prime Property Development Corporation Ltd.,,530695.0
Zenlabs Ethica Ltd.,,530697.0
Raj Rayon Industries Ltd.,RAJRILTD,530699.0
Flora Textiles Ltd.,,530705.0
Gowra Leasing & Finance Ltd.,,530709.0
Jagan Lamps Ltd.,,530711.0
Ajel Ltd.,,530713.0
Alps Industries Ltd.,ALPSINDUS,530715.0
Asit C Mehta Financial Services Ltd.,,530723.0
Encode Packaging India Ltd,,530733.0
Super Bakers (India) Ltd.,,530735.0
Ovobel Foods Ltd.,,530741.0
Challani Capital Ltd.,,530747.0
Coral Newsprints Ltd.,,530755.0
Sterling Tools Ltd.,STERTOOLS,530759.0
Sunbright Stock Broking Ltd.,,530763.0
Agarwal Fortune India Ltd.,,530765.0
Venus Universal Ltd.,,530769.0
KLG Capital Services Ltd.,,530771.0
Infra Industries Ltd.,,530777.0
Dynamic Portfolio Management & Services Ltd.,,530779.0
Inland Printers Ltd.,,530787.0
Ceejay Finance Ltd.,,530789.0
Suncity Synthetics Ltd.,,530795.0
Shree Ganesh Elastoplast Ltd.,,530797.0
Anna Infrastructures Ltd.,,530799.0
Bhageria Industries Ltd.,BHAGERIA,530803.0
Onesource Ideas Venture Ltd.,,530805.0
BNR Udyog Ltd.,,530809.0
KRBL Ltd.,KRBL,530813.0
SSPDL Ltd.,,530821.0
Daikaffil Chemicals India Ltd.,,530825.0
Cil Securities Ltd.,,530829.0
Clio Infotech Ltd.,,530839.0
Cupid Ltd.,CUPID,530843.0
Sunshield Chemicals Ltd.,,530845.0
Hipolin Ltd.,,530853.0
GDL Leasing & Finance Ltd.,,530855.0
Chembond Chemicals Ltd.,CHEMBOND,530871.0
Capital India Finance Ltd.,,530879.0
Arunjyoti Bio VenturesÂ Ltd.,,530881.0
Super Crop Safe Ltd.,,530883.0
Alka India Ltd.,,530889.0
NG Industries Ltd.,,530897.0
Asia Pack Ltd.,,530899.0
SI Capital & Financial Services Ltd.,,530907.0
ERP Soft Systems Ltd.,,530909.0
JR Foods Ltd.,,530915.0
RR Securities Ltd.,,530917.0
Remsons Industries Ltd.,REMSONSIND,530919.0
Ramsons Projects Ltd.,,530925.0
Euro Asia Exports Ltd.,,530929.0
Stanpacks (India) Ltd.,,530931.0
Sri Adhikari Brothers Television Network Ltd.,SABTNL,530943.0
Ram Info Ltd.,,530951.0
Sunil Agro Foods Ltd.,,530953.0
Diana Tea Company Ltd.,,530959.0
Vikas EcoTech Ltd.,VIKASECO,530961.0
Indian Oil Corporation Ltd.,IOC,530965.0
Alfa Ica (India) Ltd.,,530973.0
Shri Keshav Cements & Infra Ltd.,,530977.0
India Home Loan Ltd.,,530979.0
JPT Securities Ltd.,,530985.0
Roopa Industries Ltd.,,530991.0
Sarthak Global Ltd.,,530993.0
Unique Organics Ltd.,,530997.0
Balaji Amines Ltd.,BALAMINES,530999.0
